Catalogue,Findspot,Province,Denomination,Mint_Year,Mint
42026,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42027,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42028,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42029,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42030,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42031,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42032,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42033,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42034,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42035,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42036,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42037,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42038,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42039,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42040,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42041,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42042,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42043,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42044,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42045,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42046,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42047,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42048,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42049,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42050,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42051,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42052,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42053,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42054,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42055,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42056,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42057,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42058,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42059,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42060,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42061,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42062,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42063,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42064,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42065,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42066,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42067,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42068,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42069,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42070,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42071,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42072,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42073,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42074,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42075,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42076,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42077,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42078,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42079,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42080,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42081,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42082,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42083,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42084,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42085,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42086,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42087,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42088,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42089,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42090,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42091,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42092,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42093,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42094,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42095,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42096,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42097,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42098,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42099,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42100,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42101,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42102,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42103,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42104,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42105,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42106,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42107,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42108,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42109,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42110,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42111,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42112,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42113,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42114,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42115,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42116,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42117,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42118,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42119,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42120,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42121,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42122,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42123,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42124,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42125,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42126,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42127,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42128,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42129,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42130,Fadhiline,Proconsularis,antoninianus,272.5,Gaul/Italy
42196,Thaenae,Proconsularis,denarius,120.0,Rome
42197,Thaenae,Proconsularis,denarius,120.0,Rome
42198,Thaenae,Proconsularis,denarius,120.0,Rome
42199,Thaenae,Proconsularis,denarius,120.0,Rome
42200,Thaenae,Proconsularis,denarius,120.0,Rome
42201,Thaenae,Proconsularis,denarius,120.0,Rome
42202,Thaenae,Proconsularis,denarius,120.0,Rome
42203,Thaenae,Proconsularis,denarius,120.0,Rome
42204,Thaenae,Proconsularis,denarius,120.0,Rome
42205,Thaenae,Proconsularis,denarius,120.0,Rome
42206,Thaenae,Proconsularis,denarius,120.0,Rome
42207,Thaenae,Proconsularis,denarius,120.0,Rome
42208,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42209,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42210,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42211,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42212,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42213,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42214,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42215,Ras Kaboudia,Proconsularis,antoninianus,256.5,Gaul/Italy
42216,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42217,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42218,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42219,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42220,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42221,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42222,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42223,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42224,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42225,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42226,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42227,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42228,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42229,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42230,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42231,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42232,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42233,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42234,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42235,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42236,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42237,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42238,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42239,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42240,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42241,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42242,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42243,Ras Kaboudia,Proconsularis,antoninianus,260.5,Gaul/Italy
42244,Hadrumetum (2),Proconsularis,aureus,170.5,Rome
42245,Hadrumetum (2),Proconsularis,aureus,170.5,Rome
42246,Hadrumetum (2),Proconsularis,aureus,170.5,Rome
42247,Hadrumetum (2),Proconsularis,aureus,170.5,Rome
42248,Hadrumetum (2),Proconsularis,aureus,170.5,Rome
42249,Hadrumetum (2),Proconsularis,aureus,170.5,Rome
42250,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42251,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42252,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42253,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42254,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42255,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42256,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42257,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42258,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42259,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42260,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42261,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42262,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42263,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42264,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42265,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42266,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42267,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42268,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42269,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42270,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42271,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42272,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42273,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42274,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42275,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42276,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42277,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42278,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42279,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42280,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42281,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42282,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42283,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42284,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42285,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42286,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42287,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42288,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42289,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42290,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42291,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42292,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42293,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42294,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42295,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42296,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42297,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42298,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42299,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42300,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42301,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42302,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42303,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42304,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42305,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42306,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42307,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42308,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42309,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42310,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42311,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42312,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42313,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42314,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42315,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42316,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42317,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42318,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42319,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42320,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42321,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42322,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42323,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42324,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42325,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42326,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42327,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42328,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42329,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42330,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42331,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42332,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42333,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42334,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42335,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42336,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42337,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42338,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42339,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42340,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42341,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42342,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42343,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42344,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42345,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42346,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42347,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42348,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42349,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42350,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42351,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42352,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42353,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42354,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42355,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42356,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42357,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42358,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42359,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42360,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42361,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42362,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42363,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42364,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42365,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42366,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42367,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42368,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42369,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42370,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42371,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42372,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42373,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42374,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42375,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42376,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42377,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42378,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42379,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42380,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42381,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42382,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42383,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42384,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42385,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42386,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42387,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42388,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42389,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42390,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42391,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42392,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42393,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42394,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42395,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42396,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42397,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42398,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42399,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42400,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42401,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42402,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42403,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42404,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42405,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42406,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42407,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42408,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42409,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42410,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42411,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42412,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42413,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42414,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42415,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42416,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42417,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42418,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42419,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42420,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42421,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42422,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42423,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42424,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42425,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42426,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42427,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42428,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42429,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42430,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42431,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42432,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42433,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42434,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42435,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42436,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42437,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42438,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42439,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42440,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42441,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42442,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42443,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42444,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42445,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42446,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42447,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42448,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42449,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42450,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42451,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42452,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42453,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42454,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42455,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42456,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42457,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42458,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42459,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42460,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42461,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42462,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42463,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42464,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42465,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42466,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42467,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42468,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42469,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42470,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42471,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42472,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42473,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42474,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42475,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42476,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42477,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42478,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42479,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42480,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42481,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42482,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42483,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42484,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42485,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42486,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42487,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42488,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42489,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42490,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42491,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42492,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42493,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42494,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42495,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42496,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42497,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42498,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42499,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42500,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42501,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42502,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42503,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42504,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42505,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42506,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
42507,Hadrumetum (2),Proconsularis,denarius,170.5,Rome
